-------------------------当前TTI1----------------------------------
Id 距离     平均吞吐量     总比特数
8   52.469    63.2191      13.085
10   51.1957    51.4407      10.019
11   33.6155    48.689      10.173
13   66.7533    49.7561      10.012
14   33.2415    47.9854      9.943
-------------------------当前TTI204----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.0359      13.479
2   69.6419    64.1481      13.321
3   37.108    71.2887      13.658
5   69.2315    66.5718      13.621
7   72.2496    67.2006      13.664
8   52.469    64.7972      13.164
10   51.1957    49.3966      10.05
11   33.6155    47.7201      10.212
13   66.7533    48.6805      10.051
14   33.2415    52.1869      10.033
-------------------------当前TTI205----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    62.4323      13.536
2   69.6419    64.3333      13.387
3   37.108    71.6598      13.733
5   69.2315    66.3146      13.685
7   72.2496    67.0805      13.73
8   52.469    65.1175      13.232
10   51.1957    50.7569      10.113
11   33.6155    47.5481      10.258
13   66.7533    48.8125      10.101
14   33.2415    50.8682      10.072
-------------------------当前TTI206----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.6891      13.611
2   69.6419    66      13.468
3   37.108    68.7938      13.776
5   69.2315    63.6831      13.725
7   72.2496    66.3725      13.79
8   52.469    68.5058      13.331
10   51.1957    50.8812      10.165
11   33.6155    48.3933      10.314
13   66.7533    49.3312      10.155
14   33.2415    49.2814      10.107
-------------------------当前TTI207----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    62.7202      13.665
2   69.6419    66.2      13.536
3   37.108    69.6144      13.853
5   69.2315    63.5148      13.787
7   72.2496    66.7353      13.86
8   52.469    68.3552      13.398
10   51.1957    50.9931      10.217
11   33.6155    48.254      10.361
13   66.7533    49.4981      10.206
14   33.2415    49.0533      10.154
-------------------------当前TTI208----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.3482      13.714
2   69.6419    65.68      13.597
3   37.108    71.553      13.942
5   69.2315    64.8633      13.864
7   72.2496    66.3618      13.923
8   52.469    67.3197      13.456
10   51.1957    51.8938      10.277
11   33.6155    47.9286      10.406
13   66.7533    50.7483      10.268
14   33.2415    47.248      10.185
-------------------------当前TTI209----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.9134      13.781
2   69.6419    64.912      13.655
3   37.108    71.6977      14.015
5   69.2315    65.877      13.939
7   72.2496    67.3256      13.999
8   52.469    65.3877      13.504
10   51.1957    50.8044      10.318
11   33.6155    47.6357      10.451
13   66.7533    49.7735      10.309
14   33.2415    49.6232      10.256
-------------------------当前TTI210----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.9221      13.843
2   69.6419    66.2208      13.733
3   37.108    70.4279      14.074
5   69.2315    65.6893      14.003
7   72.2496    66.893      14.062
8   52.469    66.0489      13.576
10   51.1957    52.524      10.386
11   33.6155    47.1721      10.494
13   66.7533    50.3961      10.365
14   33.2415    47.7609      10.287
-------------------------当前TTI211----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    60.4299      13.89
2   69.6419    66.2987      13.8
3   37.108    71.8851      14.159
5   69.2315    65.0204      14.062
7   72.2496    65.9037      14.119
8   52.469    67.644      13.658
10   51.1957    50.8716      10.422
11   33.6155    47.8549      10.548
13   66.7533    51.4565      10.426
14   33.2415    47.6848      10.334
-------------------------当前TTI212----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.8869      13.965
2   69.6419    66.8688      13.872
3   37.108    69.7966      14.21
5   69.2315    66.1184      14.138
7   72.2496    65.0133      14.176
8   52.469    67.3796      13.723
10   51.1957    51.7844      10.482
11   33.6155    46.7694      10.585
13   66.7533    51.3109      10.476
14   33.2415    48.0163      10.385
-------------------------当前TTI213----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    62.9982      14.038
2   69.6419    66.7819      13.938
3   37.108    68.7169      14.269
5   69.2315    65.2066      14.195
7   72.2496    66.012      14.251
8   52.469    67.3416      13.79
10   51.1957    53.006      10.546
11   33.6155    47.9925      10.644
13   66.7533    51.9798      10.534
14   33.2415    45.0147      10.403
-------------------------当前TTI214----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.0984      14.122
2   69.6419    66.3037      14
3   37.108    67.0452      14.321
5   69.2315    67.0859      14.279
7   72.2496    65.9108      14.316
8   52.469    65.5074      13.839
10   51.1957    53.0054      10.599
11   33.6155    47.1932      10.684
13   66.7533    50.9818      10.576
14   33.2415    46.8132      10.466
-------------------------当前TTI215----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.8886      14.195
2   69.6419    66.6733      14.07
3   37.108    65.9407      14.377
5   69.2315    67.4773      14.35
7   72.2496    65.9197      14.382
8   52.469    65.0567      13.9
10   51.1957    53.4049      10.656
11   33.6155    46.9739      10.729
13   66.7533    51.7836      10.635
14   33.2415    45.8319      10.503
-------------------------当前TTI216----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.5997      14.268
2   69.6419    65.606      14.126
3   37.108    66.2466      14.446
5   69.2315    68.1296      14.424
7   72.2496    65.9277      14.448
8   52.469    64.451      13.959
10   51.1957    53.7644      10.713
11   33.6155    45.4765      10.761
13   66.7533    52.0052      10.689
14   33.2415    46.7487      10.558
-------------------------当前TTI217----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.0397      14.329
2   69.6419    66.7454      14.203
3   37.108    65.7219      14.507
5   69.2315    67.8166      14.489
7   72.2496    66.2349      14.517
8   52.469    64.5059      14.024
10   51.1957    52.388      10.753
11   33.6155    46.0289      10.812
13   66.7533    51.3047      10.734
14   33.2415    48.2738      10.62
-------------------------当前TTI218----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.5357      14.39
2   69.6419    66.6709      14.269
3   37.108    66.2497      14.578
5   69.2315    66.6349      14.545
7   72.2496    65.0114      14.571
8   52.469    66.9553      14.113
10   51.1957    51.0492      10.792
11   33.6155    47.426      10.872
13   66.7533    50.9742      10.782
14   33.2415    48.5464      10.671
-------------------------当前TTI219----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.2821      14.453
2   69.6419    66.9038      14.338
3   37.108    66.2247      14.644
5   69.2315    65.3714      14.599
7   72.2496    66.2103      14.648
8   52.469    67.0598      14.181
10   51.1957    49.4443      10.827
11   33.6155    49.0834      10.936
13   66.7533    50.4768      10.828
14   33.2415    48.9918      10.724
-------------------------当前TTI220----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.3539      14.529
2   69.6419    67.8134      14.414
3   37.108    64.2022      14.69
5   69.2315    63.8343      14.649
7   72.2496    65.8893      14.711
8   52.469    68.8538      14.266
10   51.1957    47.2999      10.855
11   33.6155    50.0751      10.995
13   66.7533    49.5291      10.869
14   33.2415    51.1926      10.795
-------------------------当前TTI221----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.2185      14.614
2   69.6419    66.4321      14.468
3   37.108    63.782      14.75
5   69.2315    62.0509      14.695
7   72.2496    64.5004      14.763
8   52.469    71.9684      14.366
10   51.1957    47.0699      10.9
11   33.6155    49.7676      11.042
13   66.7533    50.5762      10.929
14   33.2415    50.7733      10.842
-------------------------当前TTI222----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.9967      14.67
2   69.6419    68.5889      14.556
3   37.108    62.8038      14.804
5   69.2315    61.3458      14.75
7   72.2496    66.5504      14.848
8   52.469    70.5716      14.424
10   51.1957    45.2629      10.929
11   33.6155    49.4908      11.089
13   66.7533    49.5186      10.969
14   33.2415    53.896      10.924
-------------------------当前TTI223----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.997      14.727
2   69.6419    68.13      14.62
3   37.108    64.3234      14.882
5   69.2315    60.8112      14.806
7   72.2496    67.1954      14.921
8   52.469    70.5144      14.494
10   51.1957    46.2366      10.984
11   33.6155    48.4417      11.128
13   66.7533    49.7667      11.021
14   33.2415    53.6064      10.975
-------------------------当前TTI224----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.7973      14.811
2   69.6419    67.417      14.681
3   37.108    63.2911      14.936
5   69.2315    61.9301      14.878
7   72.2496    65.8759      14.975
8   52.469    70.763      14.567
10   51.1957    44.8129      11.016
11   33.6155    48.5975      11.178
13   66.7533    50.19      11.075
14   33.2415    54.3458      11.036
-------------------------当前TTI225----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.4176      14.865
2   69.6419    68.8753      14.763
3   37.108    63.162      14.998
5   69.2315    63.1371      14.952
7   72.2496    67.4883      15.057
8   52.469    67.8867      14.609
10   51.1957    44.4316      11.057
11   33.6155    49.6377      11.237
13   66.7533    49.671      11.12
14   33.2415    54.1112      11.088
-------------------------当前TTI226----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.5758      14.933
2   69.6419    67.0878      14.814
3   37.108    64.8458      15.078
5   69.2315    62.8234      15.012
7   72.2496    67.6395      15.126
8   52.469    68.098      14.679
10   51.1957    44.4884      11.102
11   33.6155    49.6739      11.287
13   66.7533    50.2039      11.175
14   33.2415    53.5001      11.136
-------------------------当前TTI227----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.5182      14.999
2   69.6419    68.579      14.896
3   37.108    63.3612      15.128
5   69.2315    62.6411      15.073
7   72.2496    67.8756      15.196
8   52.469    68.0882      14.747
10   51.1957    45.8396      11.16
11   33.6155    49.9065      11.339
13   66.7533    50.3835      11.227
14   33.2415    51.7501      11.172
-------------------------当前TTI228----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8664      15.079
2   69.6419    67.8211      14.957
3   37.108    62.7251      15.185
5   69.2315    61.477      15.124
7   72.2496    68.388      15.269
8   52.469    68.6794      14.821
10   51.1957    45.9556      11.207
11   33.6155    49.0159      11.38
13   66.7533    49.4451      11.268
14   33.2415    53.5751      11.242
-------------------------当前TTI229----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.2798      15.151
2   69.6419    68.039      15.027
3   37.108    62.1526      15.242
5   69.2315    60.8293      15.179
7   72.2496    67.2492      15.326
8   52.469    70.4115      14.907
10   51.1957    46.56      11.259
11   33.6155    49.6143      11.435
13   66.7533    48.3006      11.306
14   33.2415    53.5176      11.295
-------------------------当前TTI230----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.0518      15.217
2   69.6419    67.8351      15.093
3   37.108    62.5373      15.308
5   69.2315    60.8464      15.24
7   72.2496    66.4243      15.385
8   52.469    71.2704      14.986
10   51.1957    48.804      11.328
11   33.6155    48.3529      11.472
13   66.7533    47.3705      11.345
14   33.2415    53.4658      11.348
-------------------------当前TTI231----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.7466      15.282
2   69.6419    65.7516      15.14
3   37.108    64.8836      15.394
5   69.2315    61.5618      15.308
7   72.2496    66.4819      15.452
8   52.469    70.5434      15.05
10   51.1957    48.0236      11.369
11   33.6155    48.3176      11.52
13   66.7533    46.5335      11.384
14   33.2415    55.1192      11.418
-------------------------当前TTI232----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.5719      15.348
2   69.6419    65.4764      15.203
3   37.108    65.2952      15.463
5   69.2315    61.6056      15.37
7   72.2496    65.3337      15.507
8   52.469    71.6891      15.132
10   51.1957    46.2212      11.399
11   33.6155    49.9858      11.585
13   66.7533    47.4802      11.44
14   33.2415    54.3073      11.465
-------------------------当前TTI233----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.0147      15.4
2   69.6419    63.9288      15.253
3   37.108    68.4657      15.56
5   69.2315    61.645      15.432
7   72.2496    64.0003      15.559
8   52.469    72.9202      15.216
10   51.1957    44.2991      11.426
11   33.6155    50.4872      11.64
13   66.7533    47.2322      11.485
14   33.2415    55.9766      11.536
-------------------------当前TTI234----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.8132      15.464
2   69.6419    63.8359      15.316
3   37.108    68.8191      15.632
5   69.2315    62.6805      15.504
7   72.2496    62.3003      15.606
8   52.469    73.5282      15.295
10   51.1957    46.2692      11.49
11   33.6155    50.2385      11.688
13   66.7533    48.509      11.545
14   33.2415    52.9789      11.562
-------------------------当前TTI235----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.6319      15.528
2   69.6419    64.1523      15.383
3   37.108    68.7372      15.7
5   69.2315    61.1125      15.551
7   72.2496    63.1703      15.677
8   52.469    74.2754      15.376
10   51.1957    48.0423      11.554
11   33.6155    49.4147      11.73
13   66.7533    49.3581      11.602
14   33.2415    51.081      11.596
-------------------------当前TTI236----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.1687      15.579
2   69.6419    65.1371      15.457
3   37.108    69.2635      15.774
5   69.2315    63.6013      15.637
7   72.2496    61.6533      15.725
8   52.469    73.3479      15.441
10   51.1957    49.3381      11.615
11   33.6155    47.8732      11.764
13   66.7533    50.0223      11.658
14   33.2415    50.7729      11.644
-------------------------当前TTI237----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.8518      15.65
2   69.6419    66.4234      15.535
3   37.108    67.2372      15.823
5   69.2315    63.5412      15.7
7   72.2496    60.688      15.777
8   52.469    74.3131      15.524
10   51.1957    51.7043      11.688
11   33.6155    47.4859      11.808
13   66.7533    50.7201      11.715
14   33.2415    48.0956      11.668
-------------------------当前TTI238----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.6666      15.703
2   69.6419    66.4811      15.602
3   37.108    68.3135      15.901
5   69.2315    64.4871      15.773
7   72.2496    61.5192      15.846
8   52.469    72.5818      15.581
10   51.1957    52.1339      11.744
11   33.6155    47.2373      11.853
13   66.7533    50.8481      11.767
14   33.2415    47.786      11.713
-------------------------当前TTI239----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.6999      15.767
2   69.6419    66.133      15.665
3   37.108    68.6822      15.973
5   69.2315    63.1384      15.824
7   72.2496    63.0673      15.923
8   52.469    72.3236      15.651
10   51.1957    51.9205      11.794
11   33.6155    47.7136      11.905
13   66.7533    51.7633      11.827
14   33.2415    46.5074      11.748
-------------------------当前TTI240----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.7299      15.851
2   69.6419    66.4197      15.734
3   37.108    66.414      16.019
5   69.2315    64.6246      15.902
7   72.2496    64.3606      15.999
8   52.469    69.5912      15.696
10   51.1957    52.2284      11.849
11   33.6155    47.9422      11.955
13   66.7533    51.587      11.877
14   33.2415    46.1567      11.791
-------------------------当前TTI241----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.0569      15.94
2   69.6419    66.2777      15.799
3   37.108    64.2726      16.064
5   69.2315    64.4621      15.965
7   72.2496    63.8245      16.058
8   52.469    70.3321      15.773
10   51.1957    50.7056      11.886
11   33.6155    47.648      12
13   66.7533    50.9283      11.922
14   33.2415    48.641      11.862
-------------------------当前TTI242----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8512      16.006
2   69.6419    65.3499      15.856
3   37.108    65.3453      16.139
5   69.2315    63.9159      16.024
7   72.2496    64.0421      16.124
8   52.469    70.5989      15.846
10   51.1957    50.635      11.936
11   33.6155    49.5832      12.067
13   66.7533    50.9355      11.973
14   33.2415    46.7769      11.892
-------------------------当前TTI243----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8661      16.074
2   69.6419    62.9149      15.897
3   37.108    67.8108      16.229
5   69.2315    66.1243      16.11
7   72.2496    65.1379      16.199
8   52.469    67.239      15.883
10   51.1957    51.0715      11.991
11   33.6155    49.8249      12.119
13   66.7533    51.1419      12.026
14   33.2415    45.8992      11.93
-------------------------当前TTI244----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.9795      16.143
2   69.6419    63.3234      15.964
3   37.108    67.3297      16.292
5   69.2315    68.3119      16.198
7   72.2496    66.8241      16.281
8   52.469    63.4151      15.912
10   51.1957    49.3644      12.025
11   33.6155    49.4424      12.165
13   66.7533    49.9277      12.065
14   33.2415    49.2093      12.009
-------------------------当前TTI245----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.0816      16.202
2   69.6419    62.2911      16.017
3   37.108    69.1967      16.378
5   69.2315    67.2807      16.256
7   72.2496    67.6417      16.356
8   52.469    63.5736      15.977
10   51.1957    49.828      12.079
11   33.6155    49.8982      12.219
13   66.7533    49.7349      12.113
14   33.2415    48.4884      12.051
-------------------------当前TTI246----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.9734      16.258
2   69.6419    61.762      16.074
3   37.108    70.777      16.463
5   69.2315    65.7526      16.308
7   72.2496    68.3775      16.431
8   52.469    64.3162      16.048
10   51.1957    48.1452      12.112
11   33.6155    50.0084      12.27
13   66.7533    49.8614      12.164
14   33.2415    50.0396      12.115
-------------------------当前TTI247----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.7761      16.322
2   69.6419    62.0858      16.139
3   37.108    70.6993      16.533
5   69.2315    65.5773      16.372
7   72.2496    69.6397      16.512
8   52.469    63.1846      16.101
10   51.1957    50.5307      12.184
11   33.6155    47.3076      12.293
13   66.7533    48.1753      12.197
14   33.2415    52.0356      12.185
-------------------------当前TTI248----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.7985      16.388
2   69.6419    61.9772      16.2
3   37.108    70.8294      16.605
5   69.2315    64.3196      16.425
7   72.2496    69.4757      16.58
8   52.469    64.5661      16.178
10   51.1957    49.8776      12.228
11   33.6155    49.2768      12.36
13   66.7533    48.7578      12.251
14   33.2415    50.132      12.218
-------------------------当前TTI249----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.0187      16.456
2   69.6419    62.6795      16.269
3   37.108    69.9465      16.667
5   69.2315    64.2876      16.489
7   72.2496    69.8281      16.653
8   52.469    64.3095      16.24
10   51.1957    48.3898      12.263
11   33.6155    46.4491      12.381
13   66.7533    47.082      12.283
14   33.2415    56.0188      12.327
-------------------------当前TTI250----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.7168      16.539
2   69.6419    61.3115      16.318
3   37.108    69.5519      16.733
5   69.2315    63.5588      16.546
7   72.2496    68.5453      16.71
8   52.469    66.3786      16.325
10   51.1957    49.4508      12.322
11   33.6155    46.1042      12.424
13   66.7533    46.6738      12.326
14   33.2415    55.7169      12.38
-------------------------当前TTI251----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.0451      16.59
2   69.6419    62.7804      16.394
3   37.108    69.6967      16.804
5   69.2315    63.6029      16.61
7   72.2496    69.0908      16.784
8   52.469    65.7407      16.385
10   51.1957    50.2057      12.379
11   33.6155    45.5938      12.465
13   66.7533    46.8064      12.374
14   33.2415    55.3452      12.432
-------------------------当前TTI252----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.8406      16.654
2   69.6419    62.6024      16.455
3   37.108    70.127      16.878
5   69.2315    64.0426      16.678
7   72.2496    68.3817      16.846
8   52.469    65.9666      16.453
10   51.1957    50.1851      12.429
11   33.6155    45.7344      12.512
13   66.7533    47.2258      12.425
14   33.2415    54.8107      12.482
-------------------------当前TTI253----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.8565      16.73
2   69.6419    63.2422      16.524
3   37.108    68.5143      16.932
5   69.2315    63.0383      16.732
7   72.2496    69.0435      16.921
8   52.469    66.2699      16.522
10   51.1957    50.6666      12.484
11   33.6155    46.361      12.564
13   66.7533    47.8032      12.478
14   33.2415    53.1296      12.52
-------------------------当前TTI254----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.6709      16.785
2   69.6419    63.018      16.585
3   37.108    69.8629      17.014
5   69.2315    64.0345      16.805
7   72.2496    69.8391      16.998
8   52.469    64.5429      16.571
10   51.1957    49.7999      12.526
11   33.6155    46.4249      12.611
13   66.7533    46.8229      12.516
14   33.2415    54.9166      12.591
-------------------------当前TTI255----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.5038      16.849
2   69.6419    63.3162      16.651
3   37.108    69.6766      17.082
5   69.2315    65.231      16.881
7   72.2496    70.6552      17.076
8   52.469    62.4886      16.615
10   51.1957    48.4199      12.562
11   33.6155    46.0824      12.654
13   66.7533    47.2406      12.567
14   33.2415    56.1249      12.658
-------------------------当前TTI256----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.4534      16.924
2   69.6419    63.0846      16.712
3   37.108    69.0089      17.145
5   69.2315    65.5079      16.949
7   72.2496    72.0897      17.161
8   52.469    60.7397      16.66
10   51.1957    49.6779      12.623
11   33.6155    46.5742      12.705
13   66.7533    46.7165      12.609
14   33.2415    54.9124      12.702
-------------------------当前TTI257----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.5081      17.011
2   69.6419    62.8761      16.773
3   37.108    67.108      17.195
5   69.2315    66.6571      17.026
7   72.2496    72.6807      17.239
8   52.469    59.0657      16.704
10   51.1957    48.2101      12.658
11   33.6155    47.0168      12.756
13   66.7533    46.8449      12.657
14   33.2415    55.9212      12.767
-------------------------当前TTI258----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.5573      17.08
2   69.6419    63.7885      16.845
3   37.108    66.0972      17.252
5   69.2315    66.1914      17.088
7   72.2496    72.8126      17.313
8   52.469    59.3591      16.766
10   51.1957    48.4891      12.709
11   33.6155    48.6151      12.819
13   66.7533    46.1604      12.697
14   33.2415    54.8291      12.812
-------------------------当前TTI259----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.8016      17.131
2   69.6419    64.0096      16.911
3   37.108    67.6875      17.334
5   69.2315    66.7723      17.16
7   72.2496    70.6313      17.364
8   52.469    61.0232      16.842
10   51.1957    48.4402      12.757
11   33.6155    49.8536      12.88
13   66.7533    46.5444      12.747
14   33.2415    53.2462      12.851
-------------------------当前TTI260----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.1214      17.201
2   69.6419    64.5086      16.98
3   37.108    66.8188      17.393
5   69.2315    68.2951      17.242
7   72.2496    71.2682      17.441
8   52.469    58.9209      16.882
10   51.1957    48.5962      12.807
11   33.6155    51.4682      12.946
13   66.7533    44.29      12.771
14   33.2415    53.7216      12.909
-------------------------当前TTI261----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.8093      17.255
2   69.6419    65.8577      17.058
3   37.108    66.8369      17.46
5   69.2315    67.8656      17.306
7   72.2496    71.1414      17.511
8   52.469    59.4288      16.946
10   51.1957    48.9366      12.859
11   33.6155    51.3214      12.996
13   66.7533    45.161      12.824
14   33.2415    52.7494      12.953
-------------------------当前TTI262----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.9284      17.322
2   69.6419    68.7719      17.153
3   37.108    63.8532      17.497
5   69.2315    67.979      17.375
7   72.2496    70.9273      17.58
8   52.469    59.5859      17.007
10   51.1957    49.4429      12.913
11   33.6155    50.7893      13.042
13   66.7533    45.8449      12.876
14   33.2415    52.1745      13
-------------------------当前TTI263----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.2356      17.381
2   69.6419    67.1947      17.206
3   37.108    66.0679      17.583
5   69.2315    67.2811      17.436
7   72.2496    69.8346      17.64
8   52.469    61.4273      17.085
10   51.1957    48.9986      12.958
11   33.6155    50.6104      13.091
13   66.7533    46.7604      12.931
14   33.2415    51.7571      13.048
-------------------------当前TTI264----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.112      17.445
2   69.6419    66.8752      17.27
3   37.108    66.4611      17.653
5   69.2315    67.553      17.506
7   72.2496    69.8511      17.71
8   52.469    61.1846      17.144
10   51.1957    49.8987      13.016
11   33.6155    50.3494      13.139
13   66.7533    46.5844      12.976
14   33.2415    51.2814      13.095
-------------------------当前TTI265----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.6008      17.495
2   69.6419    67.9877      17.348
3   37.108    66.815      17.723
5   69.2315    65.9977      17.558
7   72.2496    70.066      17.782
8   52.469    62.5661      17.219
10   51.1957    50.1088      13.068
11   33.6155    49.9145      13.185
13   66.7533    46.026      13.017
14   33.2415    52.0533      13.154
-------------------------当前TTI266----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.5407      17.568
2   69.6419    68.8889      17.425
3   37.108    64.9335      17.771
5   69.2315    65.5979      17.62
7   72.2496    70.2594      17.854
8   52.469    62.8095      17.284
10   51.1957    49.4979      13.112
11   33.6155    48.223      13.218
13   66.7533    46.9234      13.072
14   33.2415    53.548      13.221
-------------------------当前TTI267----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.6866      17.644
2   69.6419    68.4      17.489
3   37.108    64.3401      17.83
5   69.2315    65.7381      17.687
7   72.2496    70.7335      17.929
8   52.469    62.2286      17.341
10   51.1957    48.8481      13.155
11   33.6155    48.4007      13.268
13   66.7533    46.2311      13.112
14   33.2415    54.6932      13.286
-------------------------当前TTI268----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.9179      17.702
2   69.6419    69.66      17.57
3   37.108    63.9061      17.89
5   69.2315    65.8643      17.754
7   72.2496    68.8602      17.981
8   52.469    63.9057      17.42
10   51.1957    49.0633      13.206
11   33.6155    48.7606      13.32
13   66.7533    45.908      13.155
14   33.2415    54.4239      13.338
-------------------------当前TTI269----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.2261      17.75
2   69.6419    69.394      17.637
3   37.108    65.8155      17.973
5   69.2315    66.5779      17.827
7   72.2496    69.9742      18.061
8   52.469    62.0151      17.465
10   51.1957    48.857      13.253
11   33.6155    48.1845      13.363
13   66.7533    45.0172      13.192
14   33.2415    55.9815      13.408
-------------------------当前TTI270----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    62.2035      17.803
2   69.6419    69.7546      17.71
3   37.108    66.534      18.046
5   69.2315    67.2201      17.9
7   72.2496    67.2768      18.104
8   52.469    64.1136      17.548
10   51.1957    48.1713      13.295
11   33.6155    45.8661      13.388
13   66.7533    44.8155      13.235
14   33.2415    59.0834      13.495
-------------------------当前TTI271----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.6832      17.86
2   69.6419    67.1791      17.754
3   37.108    69.5806      18.143
5   69.2315    66.4981      17.96
7   72.2496    67.8491      18.177
8   52.469    64.2022      17.613
10   51.1957    48.0542      13.342
11   33.6155    46.3795      13.439
13   66.7533    45.734      13.289
14   33.2415    57.7751      13.541
-------------------------当前TTI272----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    62.2149      17.927
2   69.6419    67.7612      17.827
3   37.108    68.4225      18.201
5   69.2315    66.9483      18.031
7   72.2496    68.0642      18.247
8   52.469    63.582      17.671
10   51.1957    46.8488      13.378
11   33.6155    47.9416      13.501
13   66.7533    45.9606      13.337
14   33.2415    57.0976      13.592
-------------------------当前TTI273----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.9934      17.987
2   69.6419    68.6851      17.904
3   37.108    67.6803      18.262
5   69.2315    65.5535      18.084
7   72.2496    68.3578      18.318
8   52.469    64.6238      17.745
10   51.1957    47.9639      13.436
11   33.6155    47.3474      13.543
13   66.7533    46.5645      13.389
14   33.2415    56.0878      13.639
-------------------------当前TTI274----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.5941      18.045
2   69.6419    66.9166      17.955
3   37.108    69.8123      18.351
5   69.2315    65.4982      18.149
7   72.2496    68.422      18.387
8   52.469    64.6614      17.81
10   51.1957    46.9675      13.474
11   33.6155    48.8127      13.605
13   66.7533    46.7081      13.437
14   33.2415    55.579      13.69
-------------------------当前TTI275----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.4347      18.105
2   69.6419    66.9249      18.022
3   37.108    69.9311      18.422
5   69.2315    64.8484      18.208
7   72.2496    66.4798      18.436
