-------------------------当前TTI0----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
106   48.061    19.4356      2.12938      51      236
107   20.6708    23.2233      2.28683      52      0
108   65.0398    24.1056      2.20105      58      0
109   40.8886    19.4357      2.1685      64      0
110   42.9802    23.1427      2.19424      52      0
111   46.7273    19.7346      2.08536      44      0
112   37.4156    22.6508      2.17067      64      0
113   42.1456    24.7235      2.35183      59      0
114   42.7229    25.4264      2.1163      40      141
115   38.0841    24.0936      2.15391      49      183
116   25.5476    22.0437      2.13562      38      155
117   45.3436    21.94      2.18353      36      147
118   63.0194    21.4556      2.23814      51      213
119   40.9664    18.7908      2.12023      45      215
120   50.4194    19.7149      2.203      56      255
121   56.4618    21.8483      2.10072      49      0
122   43.1793    20.9823      2.02519      52      223
123   14.1739    15.287      1.737      11      64
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI111----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    15.5553      1.11      69      0
2   48.7494    8.85913      1.065      48      487
3   25.9756    9.59868      1.0114      39      365
4   60.3991    9.81594      1.115      64      586
5   48.462    8.82552      1.04257      39      397
6   64.1752    9.3303      1.08143      53      511
7   50.5747    15.1578      1.11214      71      0
8   36.7283    9.65745      1.0482      34      316
9   66.3931    10.3617      1.0675      42      364
10   35.837    7.69707      0.982619      46      537
11   23.5308    9.22806      1.0026      39      380
12   58.7541    9.00477      0.995      60      599
13   46.7273    11.9021      1.176      42      317
14   23.2691    10.3587      1.082      53      460
15   45.192    8.8892      1.058      43      435
16   51.9747    11.9039      1.09357      45      340
17   17.5559    15.8474      1.202      69      0
18   1.56525    6.84155      1.0032      47      618
19   34.3286    11.1286      1.115      48      0
20   66.0824    7.29751      1.06714      42      517
21   47.4195    9.59436      1.10761      52      487
22   20.3843    8.28428      1.048      45      488
23   72.3747    8.79304      1.06338      58      593
24   58.3483    11.865      1.05536      54      0
25   51.1767    12.2196      1.09117      52      0
26   8.16333    7.87983      1.0906      40      456
27   65.8149    9.3411      1.029      44      423
28   10.0225    11.5372      1.0705      43      335
29   51.3869    6.82298      1.106      43      567
30   55.5828    7.20372      1.124      30      374
31   52.8766    8.81831      1.00124      50      510
32   51.1    10.241      1.11811      50      439
33   41.766    10.8089      1.112      46      383
34   39.2562    6.74012      1.02129      42      560
35   46.9366    7.421      1.02343      40      485
36   32.9    8.39857      1.11071      55      589
37   47.9334    9.0099      1.06457      57      569
38   25.9    7.75985      1.041      54      626
39   48.6236    8.0182      1.058      44      493
40   50.8838    10.3177      1.07771      23      200
41   37.8583    7.22851      0.987      35      435
42   19.8114    8.01616      0.8635      30      336
43   32.7283    9.61191      1.0531      56      524
44   46.3324    10.0079      1.01957      73      656
45   55.7545    10.0068      1.09559      34      305
46   54.4472    8.83346      1.10817      42      427
47   51.1767    6.73454      1.05464      31      414
48   50.5214    9.87462      1.07171      31      282
49   35.2024    14.1728      1.00482      67      0
50   35.4244    15.3781      1.18188      29      169
51   31.258    11.6792      1.15      49      377
52   33.6073    8.41355      1.09192      41      438
53   53.4068    8.58146      1.09357      36      377
54   65.6696    10.3581      1.10073      53      460
55   45.2408    7.85446      1.116      55      630
56   47.404    13.5833      1.239      64      424
57   50.0879    13.6316      1.13511      63      0
58   18.3742    7.91315      1.166      48      545
59   61.9213    7.15707      1.1404      47      591
60   39.8016    12.9338      1.14519      44      306
61   64.5368    8.69098      1.077      51      528
62   44.9365    9.22446      1.16211      34      331
63   39.3559    10.4307      1.17139      55      474
64   14    13.8455      1.188      59      0
65   13.0208    10.6093      1.14743      33      279
66   34.5774    14.0879      1.20429      66      0
67   68.0298    10.5095      1.168      33      282
68   28    8.57644      1.03993      40      419
69   68.8175    7.90761      1.09833      50      569
70   63.0971    12.4099      1.198      62      0
71   38.6588    8.63347      1.15786      55      573
72   65.2616    11.5388      1.15414      60      467
73   31.5078    13.7708      1.18771      45      294
74   44.4541    7.88661      1.129      48      547
75   47.5846    10.1052      1.154      59      525
76   28.3219    8.97391      1.13944      53      531
77   57.1433    13.6451      1.14638      62      0
78   47.7696    14.0342      1.211      68      0
79   24.6197    10.9276      1.02572      58      477
80   33.7165    9.94698      1.15629      40      361
81   42.1456    11.3826      1.047      44      347
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    19.7556      2.22452      40      182
83   67.6252    18.1319      2.307      44      218
84   51.8756    17.9029      2.22363      30      150
85   44.1222    15.0919      2.20376      40      238
86   31.305    21.0818      2.28574      36      153
87   18.2538    20.3445      2.178      53      0
88   25.672    19.6085      2.10073      55      252
89   20.4083    19.9964      2.24366      60      0
90   44.4707    17.3551      2.23143      44      228
91   56.7389    17.9564      2.29767      46      230
92   37.6962    18.1785      2.15533      46      227
93   53.5397    14.6675      2.12557      22      134
94   46.4591    19.446      2.29      38      175
95   11.9    21.7076      2.18467      55      0
96   54.0951    17.188      2.09728      51      0
97   15.3522    17.194      2.2554      46      240
98   53.3655    17.6572      2.23175      34      173
99   34.7541    21.9283      2.18833      51      0
100   62.1109    23.0518      2.23571      56      0
101   46.2689    13.9307      2.10404      37      239
102   25.6338    22.9325      2.323      49      192
103   50.5941    20.3729      2.19      42      185
104   59.43    20.6011      2.1375      67      0
105   50.7102    16.0397      2.14912      42      235
106   48.061    22.892      2.18338      54      0
107   20.6708    20.901      2.28683      20      86
108   65.0398    21.695      2.20105      57      236
109   40.8886    23.2921      2.2265      58      0
110   42.9802    20.8284      2.19424      41      177
111   46.7273    23.4611      2.14236      57      0
112   37.4156    26.2857      2.1791      59      0
113   42.1456    22.2512      2.35183      38      153
114   42.7229    22.8838      2.1163      42      165
115   38.0841    28.1842      2.21891      65      0
116   25.5476    26.2393      2.19962      64      0
117   45.3436    26.846      2.25453      71      0
118   63.0194    19.31      2.23814      44      205
119   40.9664    16.9117      2.12023      42      223
120   50.4194    23.8434      2.264      61      0
121   56.4618    19.6635      2.10072      35      160
122   43.1793    18.8841      2.02519      51      243
123   14.1739    13.7583      1.737      36      235
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI112----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    13.9998      1.11      41      263
2   48.7494    7.97322      1.065      39      440
3   25.9756    8.63881      1.0114      63      656
4   60.3991    8.83435      1.115      59      601
5   48.462    7.94297      1.04257      53      600
6   64.1752    8.39727      1.08143      41      439
7   50.5747    13.642      1.11214      52      343
8   36.7283    15.7917      1.1192      71      0
9   66.3931    9.32553      1.0675      50      482
10   35.837    6.92736      0.982619      33      428
11   23.5308    8.30525      1.0026      44      476
12   58.7541    8.10429      0.995      31      344
13   46.7273    10.7119      1.176      42      352
14   23.2691    9.32283      1.082      41      395
15   45.192    8.00028      1.058      44      494
16   51.9747    10.7135      1.09357      54      453
17   17.5559    14.2627      1.202      52      328
18   1.56525    12.2574      1.0642      61      0
19   34.3286    10.0157      1.115      66      593
20   66.0824    6.56776      1.06714      39      534
21   47.4195    8.63492      1.10761      39      406
22   20.3843    7.45585      1.048      43      519
23   72.3747    7.91374      1.06338      40      454
24   58.3483    10.6785      1.05536      38      320
25   51.1767    10.9976      1.09117      44      360
26   8.16333    12.3918      1.1436      53      0
27   65.8149    8.40699      1.029      48      513
28   10.0225    10.3835      1.0705      41      355
29   51.3869    6.14068      1.106      36      527
30   55.5828    11.3833      1.173      49      0
31   52.8766    7.93648      1.00124      42      476
32   51.1    9.2169      1.11811      42      410
33   41.766    9.72801      1.112      47      434
34   39.2562    6.06611      1.02129      44      652
35   46.9366    6.6789      1.02343      43      579
36   32.9    7.55871      1.11071      36      428
37   47.9334    14.2089      1.12557      61      0
38   25.9    6.98387      1.041      42      541
39   48.6236    7.21638      1.058      37      461
40   50.8838    16.1859      1.12371      69      0
41   37.8583    6.50566      0.987      40      553
42   19.8114    7.21454      0.8635      41      511
43   32.7283    8.65072      1.0531      59      613
44   46.3324    9.00711      1.01957      33      329
45   55.7545    16.0061      1.16559      70      0
46   54.4472    7.95011      1.10817      44      498
47   51.1767    11.3611      1.10764      53      0
48   50.5214    8.88716      1.07171      47      475
49   35.2024    12.7555      1.00482      43      303
50   35.4244    13.8403      1.18188      65      422
51   31.258    10.5113      1.15      46      393
52   33.6073    14.9722      1.16592      74      0
53   53.4068    14.6233      1.16257      69      0
54   65.6696    9.32229      1.10073      28      270
55   45.2408    7.06901      1.116      41      521
56   47.404    12.225      1.239      63      463
57   50.0879    12.2684      1.13511      51      374
58   18.3742    7.12183      1.166      46      581
59   61.9213    6.44136      1.1404      47      656
60   39.8016    11.6404      1.14519      70      541
61   64.5368    7.82188      1.077      43      494
62   44.9365    8.30201      1.16211      50      542
63   39.3559    9.38763      1.17139      44      421
64   14    12.461      1.188      57      411
65   13.0208    9.54837      1.14743      51      480
66   34.5774    12.6791      1.20429      54      383
67   68.0298    9.45855      1.168      54      513
68   28    13.5188      1.09793      58      0
69   68.8175    7.11685      1.09833      50      632
70   63.0971    11.1689      1.198      40      322
71   38.6588    7.77012      1.15786      48      555
72   65.2616    10.3849      1.15414      53      459
73   31.5078    12.3937      1.18771      57      413
74   44.4541    7.09795      1.129      50      633
75   47.5846    15.8947      1.222      68      0
76   28.3219    14.5765      1.20444      65      0
77   57.1433    12.2806      1.14638      33      241
78   47.7696    12.6308      1.211      58      413
79   24.6197    9.83484      1.02572      62      567
80   33.7165    8.95228      1.15629      38      382
81   42.1456    10.2443      1.047      0      0
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    24.18      2.28852      64      0
83   67.6252    22.5187      2.369      62      0
84   51.8756    21.6126      2.27863      55      0
85   44.1222    18.2827      2.25076      47      0
86   31.305    18.9736      2.28574      45      213
87   18.2538    18.3101      2.178      35      172
88   25.672    22.7477      2.15173      51      0
89   20.4083    23.2968      2.29666      53      0
90   44.4707    15.6196      2.23143      33      190
91   56.7389    16.1608      2.29767      42      233
92   37.6962    16.3607      2.15533      37      203
93   53.5397    17.5008      2.16857      43      0
94   46.4591    22.4014      2.339      49      0
95   11.9    25.4368      2.24367      59      0
96   54.0951    19.7692      2.14028      43      0
97   15.3522    20.5746      2.3064      51      0
98   53.3655    20.2915      2.27575      44      0
99   34.7541    19.7355      2.18833      44      200
100   62.1109    20.7466      2.23571      43      186
101   46.2689    18.3376      2.16204      58      0
102   25.6338    20.6393      2.323      37      161
103   50.5941    18.3356      2.19      45      220
104   59.43    18.541      2.1375      44      213
105   50.7102    14.4357      2.14912      22      137
106   48.061    20.6028      2.18338      53      231
107   20.6708    18.8109      2.28683      36      172
108   65.0398    19.5255      2.20105      36      165
109   40.8886    20.9629      2.2265      52      223
110   42.9802    23.7456      2.21924      50      0
111   46.7273    21.115      2.14236      43      183
112   37.4156    23.6571      2.1791      39      148
113   42.1456    20.0261      2.35183      48      215
114   42.7229    20.5954      2.1163      41      179
115   38.0841    25.3658      2.21891      48      170
116   25.5476    23.6154      2.19962      55      209
117   45.3436    24.1614      2.25453      39      145
118   63.0194    17.379      2.23814      30      155
119   40.9664    21.9205      2.18723      67      0
120   50.4194    21.4591      2.264      52      218
121   56.4618    17.6972      2.10072      47      239
122   43.1793    16.9957      2.02519      42      222
123   14.1739    17.4825      1.788      51      0
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI113----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    12.5998      1.11      47      335
2   48.7494    12.7759      1.121      56      0
3   25.9756    7.77493      1.0114      45      520
4   60.3991    14.3509      1.179      64      0
5   48.462    7.14867      1.04257      40      503
6   64.1752    7.55754      1.08143      50      595
7   50.5747    12.2778      1.11214      49      359
8   36.7283    14.2125      1.1192      35      221
9   66.3931    8.39298      1.0675      48      514
10   35.837    6.23462      0.982619      39      562
11   23.5308    7.47472      1.0026      34      409
12   58.7541    7.29386      0.995      56      690
13   46.7273    9.64071      1.176      29      270
14   23.2691    8.39055      1.082      47      504
15   45.192    12.8003      1.114      56      0
16   51.9747    9.64215      1.09357      45      420
17   17.5559    12.8364      1.202      36      252
18   1.56525    11.0317      1.0642      38      310
19   34.3286    9.01413      1.115      57      569
20   66.0824    10.911      1.11714      50      0
21   47.4195    7.77143      1.10761      53      613
22   20.3843    12.2103      1.103      55      0
23   72.3747    7.12237      1.06338      36      454
24   58.3483    9.61065      1.05536      67      627
25   51.1767    9.89784      1.09117      53      481
26   8.16333    11.1526      1.1436      40      322
27   65.8149    7.56629      1.029      39      463
28   10.0225    9.34515      1.0705      56      539
29   51.3869    11.5266      1.166      60      0
30   55.5828    10.245      1.173      48      421
31   52.8766    7.14283      1.00124      47      592
32   51.1    8.29521      1.11811      42      455
33   41.766    8.75521      1.112      49      503
34   39.2562    5.4595      1.02129      31      511
35   46.9366    11.411      1.07743      54      0
36   32.9    12.2028      1.16471      54      0
37   47.9334    12.788      1.12557      45      316
38   25.9    6.28548      1.041      45      644
39   48.6236    6.49474      1.058      26      360
40   50.8838    14.5673      1.12371      54      333
41   37.8583    11.9551      1.048      61      0
42   19.8114    6.49309      0.8635      32      443
43   32.7283    7.78565      1.0531      50      577
44   46.3324    8.1064      1.01957      47      521
45   55.7545    14.4055      1.16559      44      274
46   54.4472    7.1551      1.10817      47      591
47   51.1767    10.225      1.10764      51      448
48   50.5214    7.99844      1.07171      48      540
49   35.2024    11.48      1.00482      66      517
50   35.4244    12.4563      1.18188      40      289
51   31.258    9.46017      1.15      56      532
52   33.6073    13.475      1.16592      54      360
53   53.4068    13.161      1.16257      51      348
54   65.6696    8.39006      1.10073      53      568
55   45.2408    11.2621      1.165      49      0
56   47.404    11.0025      1.239      51      417
57   50.0879    11.0416      1.13511      50      407
58   18.3742    12.6096      1.228      62      0
59   61.9213    5.79722      1.1404      36      558
60   39.8016    10.4764      1.14519      50      429
61   64.5368    7.03969      1.077      48      613
62   44.9365    7.47181      1.16211      51      614
63   39.3559    8.44887      1.17139      41      436
64   14    11.2149      1.188      53      425
65   13.0208    8.59353      1.14743      54      565
66   34.5774    11.4112      1.20429      47      370
67   68.0298    8.5127      1.168      44      465
68   28    12.1669      1.09793      48      355
69   68.8175    11.9052      1.15333      55      0
70   63.0971    10.052      1.198      36      322
71   38.6588    12.6931      1.21486      57      0
72   65.2616    9.34641      1.15414      57      548
73   31.5078    11.1543      1.18771      46      371
74   44.4541    11.8882      1.184      55      0
75   47.5846    14.3052      1.222      28      176
76   28.3219    13.1189      1.20444      46      315
77   57.1433    11.0525      1.14638      41      333
78   47.7696    11.3677      1.211      46      364
79   24.6197    8.85136      1.02572      48      488
80   33.7165    8.05705      1.15629      43      480
81   42.1456    9.21987      1.047      66      644
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    21.762      2.28852      49      202
83   67.6252    26.4668      2.431      62      0
84   51.8756    19.4513      2.27863      55      254
85   44.1222    21.7544      2.30376      53      0
86   31.305    17.0762      2.28574      46      242
87   18.2538    21.6791      2.23      52      0
88   25.672    20.4729      2.15173      38      167
89   20.4083    20.9671      2.29666      52      223
90   44.4707    18.7576      2.27843      47      0
91   56.7389    20.5447      2.35767      60      0
92   37.6962    14.7246      2.15533      24      146
93   53.5397    20.3507      2.21457      46      0
94   46.4591    20.1613      2.339      58      258
95   11.9    22.8931      2.24367      52      204
96   54.0951    17.7923      2.14028      47      237
97   15.3522    24.2171      2.3634      57      0
98   53.3655    18.2624      2.27575      47      231
99   34.7541    24.1619      2.25233      64      0
100   62.1109    18.6719      2.23571      40      192
101   46.2689    16.5038      2.16204      45      245
102   25.6338    23.9754      2.377      54      0
103   50.5941    21.302      2.238      48      0
104   59.43    16.6869      2.1375      41      221
105   50.7102    17.6921      2.19612      47      0
106   48.061    24.4425      2.24238      59      0
107   20.6708    22.0298      2.33783      51      0
108   65.0398    17.573      2.20105      48      245
109   40.8886    18.8666      2.2265      53      252
110   42.9802    21.371      2.21924      60      252
111   46.7273    19.0035      2.14236      53      251
112   37.4156    21.2914      2.1791      52      219
113   42.1456    18.0235      2.35183      39      194
114   42.7229    24.5359      2.1763      60      0
115   38.0841    22.8292      2.21891      34      134
116   25.5476    21.2539      2.19962      36      152
117   45.3436    21.7453      2.25453      53      219
118   63.0194    15.6411      2.23814      20      115
119   40.9664    19.7285      2.18723      37      168
120   50.4194    24.9132      2.272      56      0
121   56.4618    15.9275      2.10072      32      180
122   43.1793    20.4961      2.07719      52      0
123   14.1739    15.7343      1.788      1      5
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI114----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    11.3398      1.11      32      253
2   48.7494    11.4983      1.121      38      297
3   25.9756    6.99744      1.0114      39      501
4   60.3991    12.9158      1.179      59      411
5   48.462    6.4338      1.04257      35      489
6   64.1752    6.80179      1.08143      46      608
7   50.5747    11.05      1.11214      46      374
8   36.7283    12.7913      1.1192      45      316
9   66.3931    7.55368      1.0675      36      428
10   35.837    10.5112      1.03162      49      0
11   23.5308    11.7272      1.0526      50      0
12   58.7541    6.56447      0.995      26      356
13   46.7273    8.67664      1.176      31      321
14   23.2691    7.55149      1.082      40      476
15   45.192    11.5203      1.114      48      374
16   51.9747    8.67794      1.09357      46      477
17   17.5559    11.5528      1.202      42      327
18   1.56525    9.92853      1.0642      35      317
19   34.3286    8.11272      1.115      43      477
20   66.0824    9.8199      1.11714      32      293
21   47.4195    6.99429      1.10761      46      591
22   20.3843    10.9893      1.103      46      376
23   72.3747    11.6101      1.11538      52      0
24   58.3483    8.64959      1.05536      40      416
25   51.1767    8.90806      1.09117      43      434
26   8.16333    10.0373      1.1436      54      484
27   65.8149    6.80966      1.029      20      264
28   10.0225    8.41064      1.0705      30      321
29   51.3869    10.3739      1.166      47      407
30   55.5828    9.2205      1.173      53      517
31   52.8766    11.4285      1.05124      50      0
32   51.1    7.46569      1.11811      45      542
33   41.766    7.87969      1.112      49      559
34   39.2562    9.91355      1.07129      50      0
35   46.9366    10.2699      1.07743      68      595
36   32.9    10.9825      1.16471      55      450
37   47.9334    11.5092      1.12557      68      531
38   25.9    10.7569      1.092      51      0
39   48.6236    10.7453      1.107      49      0
40   50.8838    13.1106      1.12371      42      288
41   37.8583    10.7596      1.048      29      242
42   19.8114    10.6438      0.9115      48      0
43   32.7283    7.00709      1.0531      35      449
44   46.3324    7.29576      1.01957      40      493
45   55.7545    12.965      1.16559      60      416
46   54.4472    6.43959      1.10817      46      642
47   51.1767    9.2025      1.10764      42      410
48   50.5214    7.1986      1.07171      48      600
49   35.2024    10.332      1.00482      53      461
50   35.4244    11.2107      1.18188      69      553
51   31.258    8.51415      1.15      58      613
52   33.6073    12.1275      1.16592      54      400
53   53.4068    11.8449      1.16257      59      448
54   65.6696    13.5511      1.16073      60      0
55   45.2408    10.1359      1.165      52      461
56   47.404    9.90225      1.239      59      536
57   50.0879    9.93744      1.13511      31      280
58   18.3742    11.3486      1.228      41      325
59   61.9213    9.7175      1.1854      45      0
60   39.8016    9.42876      1.14519      58      553
61   64.5368    11.8357      1.132      55      0
62   44.9365    13.6246      1.23111      69      0
63   39.3559    13.104      1.20282      55      0
64   14    10.0934      1.188      40      356
65   13.0208    7.73418      1.14743      55      640
66   34.5774    10.2701      1.20429      56      490
67   68.0298    14.6614      1.238      70      0
68   28    10.9502      1.09793      48      394
69   68.8175    10.7147      1.15333      38      319
70   63.0971    9.0468      1.198      47      467
71   38.6588    11.4238      1.21486      62      488
72   65.2616    8.41177      1.15414      39      417
73   31.5078    10.0389      1.18771      33      295
74   44.4541    10.6994      1.184      39      328
75   47.5846    12.8747      1.222      47      328
76   28.3219    11.807      1.20444      45      343
77   57.1433    9.94725      1.14638      54      488
78   47.7696    10.2309      1.211      51      448
79   24.6197    14.2662      1.08872      63      0
80   33.7165    7.25135      1.15629      42      521
81   42.1456    8.29788      1.047      47      509
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    19.5858      2.28852      40      183
83   67.6252    23.8201      2.431      57      215
84   51.8756    24.8062      2.35163      73      0
85   44.1222    19.579      2.30376      37      170
86   31.305    15.3686      2.28574      30      175
87   18.2538    19.5112      2.23      49      226
88   25.672    18.4256      2.15173      38      185
89   20.4083    18.8704      2.29666      39      186
90   44.4707    16.8818      2.27843      43      229
91   56.7389    23.9902      2.41267      55      0
92   37.6962    17.6521      2.19933      44      0
93   53.5397    23.7156      2.26857      54      0
94   46.4591    23.4452      2.38443      53      0
95   11.9    20.6038      2.24367      44      192
96   54.0951    21.7131      2.19728      57      0
97   15.3522    21.7954      2.3634      26      107
98   53.3655    16.4362      2.27575      37      202
99   34.7541    21.7457      2.25233      58      240
100   62.1109    22.3047      2.29071      55      0
101   46.2689    19.8534      2.21204      50      0
102   25.6338    21.5779      2.377      44      183
103   50.5941    19.1718      2.238      51      239
104   59.43    19.6182      2.1835      46      0
105   50.7102    21.3229      2.25012      54      0
106   48.061    21.9982      2.24238      24      98
107   20.6708    26.2268      2.40183      64      0
108   65.0398    15.8157      2.20105      46      261
109   40.8886    16.9799      2.2265      35      185
110   42.9802    19.2339      2.21924      26      121
111   46.7273    17.1031      2.14236      36      189
112   37.4156    24.7623      2.2351      56      0
113   42.1456    16.2211      2.35183      42      233
114   42.7229    22.0823      2.1763      51      207
115   38.0841    20.5463      2.21891      46      201
116   25.5476    19.1285      2.19962      43      202
117   45.3436    19.5708      2.25453      40      183
118   63.0194    19.177      2.28914      51      0
119   40.9664    22.9556      2.23923      52      0
120   50.4194    22.4219      2.272      31      124
121   56.4618    18.7347      2.14472      44      0
122   43.1793    18.4465      2.07719      34      165
123   14.1739    14.1609      1.788      37      235
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI115----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    10.2058      1.11      53      467
2   48.7494    10.3485      1.121      44      382
3   25.9756    11.4977      1.0634      52      0
4   60.3991    11.6242      1.179      63      487
5   48.462    10.8904      1.09357      51      0
6   64.1752    6.12161      1.08143      33      485
7   50.5747    9.945      1.11214      39      352
8   36.7283    11.5122      1.1192      47      367
9   66.3931    12.1983      1.1215      54      0
10   35.837    9.46008      1.03162      46      437
11   23.5308    10.5545      1.0526      30      255
12   58.7541    11.308      1.049      54      0
13   46.7273    13.609      1.20086      58      0
14   23.2691    12.1963      1.136      54      0
15   45.192    10.3683      1.114      47      407
16   51.9747    7.81015      1.09357      31      357
17   17.5559    10.3975      1.202      56      484
18   1.56525    8.93568      1.0642      46      463
19   34.3286    7.30145      1.115      22      271
20   66.0824    8.83791      1.11714      55      560
21   47.4195    6.29486      1.10761      30      428
22   20.3843    9.89037      1.103      44      400
23   72.3747    10.4491      1.11538      55      473
24   58.3483    7.78463      1.05536      55      635
25   51.1767    8.01725      1.09117      39      437
26   8.16333    9.03357      1.1436      50      498
27   65.8149    6.12869      1.029      32      469
28   10.0225    13.2696      1.1275      57      0
29   51.3869    9.33651      1.166      44      424
30   55.5828    8.29845      1.173      31      336
31   52.8766    10.2857      1.05124      46      402
32   51.1    12.9191      1.18011      62      0
33   41.766    7.09172      1.112      45      571
34   39.2562    8.9222      1.07129      47      474
35   46.9366    9.24291      1.07743      32      311
36   32.9    9.88425      1.16471      48      437
37   47.9334    10.3583      1.12557      59      512
38   25.9    9.68121      1.092      57      529
39   48.6236    9.67077      1.107      50      465
40   50.8838    11.7995      1.12371      43      327
41   37.8583    9.68364      1.048      61      566
42   19.8114    9.57942      0.9115      48      450
43   32.7283    12.5064      1.1151      62      0
44   46.3324    13.4662      1.08857      69      0
45   55.7545    11.6685      1.16559      44      339
46   54.4472    5.79563      1.10817      26      403
47   51.1767    8.28225      1.10764      57      619
48   50.5214    11.5787      1.12271      51      0
49   35.2024    9.2988      1.00482      40      387
50   35.4244    18.0896      1.26188      80      0
51   31.258    7.66274      1.15      33      387
52   33.6073    10.9148      1.16592      68      560
53   53.4068    10.6604      1.16257      47      396
54   65.6696    12.196      1.16073      54      398
55   45.2408    9.12231      1.165      62      611
56   47.404    8.91202      1.239      46      464
57   50.0879    8.9437      1.13511      46      462
58   18.3742    10.2137      1.228      44      387
59   61.9213    8.74575      1.1854      50      514
60   39.8016    8.48588      1.14519      51      540
61   64.5368    10.6521      1.132      42      354
62   44.9365    12.2621      1.23111      52      381
63   39.3559    11.7936      1.20282      51      389
64   14    9.08406      1.188      57      564
65   13.0208    12.7608      1.20543      58      0
66   34.5774    9.24309      1.20429      48      467
67   68.0298    13.1953      1.238      45      306
68   28    9.85518      1.09793      54      493
69   68.8175    9.64323      1.15333      51      475
70   63.0971    14.3421      1.26      62      0
71   38.6588    10.2814      1.21486      73      639
72   65.2616    7.57059      1.15414      49      582
73   31.5078    9.03501      1.18771      53      527
74   44.4541    9.62946      1.184      42      392
75   47.5846    11.5872      1.222      42      326
76   28.3219    10.6263      1.20444      33      279
77   57.1433    8.95253      1.14638      51      512
78   47.7696    9.20781      1.211      38      371
79   24.6197    12.8396      1.08872      46      322
80   33.7165    6.52622      1.15629      42      579
81   42.1456    7.46809      1.047      21      253
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    17.6272      2.28852      33      168
83   67.6252    21.4381      2.431      57      239
84   51.8756    22.3256      2.35163      50      201
85   44.1222    17.6211      2.30376      45      229
86   31.305    13.8317      2.28574      36      234
87   18.2538    17.5601      2.23      34      174
88   25.672    16.583      2.15173      38      206
89   20.4083    16.9834      2.29666      46      243
90   44.4707    19.8936      2.32543      47      0
91   56.7389    27.6912      2.47367      61      0
92   37.6962    15.8869      2.19933      42      237
93   53.5397    21.344      2.26857      30      126
94   46.4591    27.7007      2.45043      66      0
95   11.9    23.6434      2.25217      51      0
96   54.0951    25.7418      2.25928      62      0
97   15.3522    19.6159      2.3634      52      238
98   53.3655    19.9926      2.32775      52      0
99   34.7541    19.5711      2.25233      39      179
100   62.1109    20.0742      2.29071      51      228
101   46.2689    24.2681      2.27604      64      0
102   25.6338    19.4201      2.377      43      199
103   50.5941    23.2546      2.298      60      0
104   59.43    23.3564      2.2405      57      0
105   50.7102    19.1906      2.25012      52      243
106   48.061    19.7984      2.24238      41      186
107   20.6708    23.6041      2.40183      52      198
108   65.0398    19.2341      2.25105      50      0
109   40.8886    15.2819      2.2265      22      129
110   42.9802    22.1105      2.26724      48      0
111   46.7273    15.3928      2.14236      39      228
112   37.4156    22.2861      2.2351      61      246
113   42.1456    14.599      2.35183      31      191
114   42.7229    19.8741      2.1763      54      244
115   38.0841    18.4917      2.21891      42      204
116   25.5476    23.2157      2.25962      60      0
117   45.3436    23.2137      2.31053      56      0
118   63.0194    22.9593      2.34614      57      0
119   40.9664    20.66      2.23923      53      230
120   50.4194    20.1797      2.272      37      165
121   56.4618    16.8612      2.14472      39      208
